prompt_id,annotator1,annotator2
Immigration1.0-37509,7,7.0
Immigration1.0-37528,5,5.0
Immigration1.0-37547,7,7.0
Immigration1.0-37549,8,8.0
Immigration1.0-37564,5,5.0
Immigration1.0-3757,1,1.0
Immigration1.0-37579,2,2.0
Immigration1.0-37594,7,7.0
Immigration1.0-376,13,13.0
Immigration1.0-37612,13,13.0
Immigration1.0-37627,9,9.0
Immigration1.0-37628,5,5.0
Immigration1.0-37635,6,6.0
Immigration1.0-37645,6,6.0
Immigration1.0-37650,10,10.0
Immigration1.0-37660,11,11.0
Immigration1.0-37666,12,12.0
Immigration1.0-37677,7,7.0
Immigration1.0-37679,9,9.0
Immigration1.0-37688,10,10.0
Immigration1.0-37692,5,5.0
Immigration1.0-37693,9,9.0
Immigration1.0-37707,1,1.0
Immigration1.0-37717,5,5.0
Immigration1.0-37720,5,5.0
Immigration1.0-37730,2,2.0
Immigration1.0-37739,2,2.0
Immigration1.0-3774,10,10.0
Immigration1.0-37748,2,2.0
Immigration1.0-37773,7,7.0
Immigration1.0-37778,1,1.0
Immigration1.0-37780,1,1.0
Immigration1.0-37788,5,5.0
Immigration1.0-37797,4,4.0
Immigration1.0-378,11,11.0
Immigration1.0-37804,11,11.0
Immigration1.0-37808,7,7.0
Immigration1.0-37819,5,5.0
Immigration1.0-37821,1,1.0
Immigration1.0-37831,2,2.0
Immigration1.0-37836,2,2.0
Immigration1.0-37837,7,7.0
Immigration1.0-37838,4,4.0
Immigration1.0-37855,2,2.0
Immigration1.0-37876,5,5.0
Immigration1.0-37877,11,11.0
Immigration1.0-37878,9,9.0
Immigration1.0-37881,9,9.0
Immigration1.0-37884,5,11.0
Immigration1.0-37886,2,2.0
Immigration1.0-37894,5,5.0
Immigration1.0-37898,9,9.0
Immigration1.0-37905,4,4.0
Immigration1.0-37936,5,7.0
Immigration1.0-37961,5,5.0
Immigration1.0-37976,7,7.0
Immigration1.0-37987,1,1.0
Immigration1.0-37995,9,9.0
Immigration1.0-38002,6,6.0
Immigration1.0-38007,6,6.0
Immigration1.0-38009,5,5.0
Immigration1.0-3801,14,14.0
Immigration1.0-38014,10,10.0
Immigration1.0-38015,2,2.0
Immigration1.0-38018,7,7.0
Immigration1.0-38034,9,9.0
Immigration1.0-38046,6,6.0
Immigration1.0-38048,7,7.0
Immigration1.0-38067,9,9.0
Immigration1.0-38069,11,11.0
Immigration1.0-3808,3,3.0
Immigration1.0-38099,1,1.0
Immigration1.0-38105,11,11.0
Immigration1.0-38109,6,6.0
Immigration1.0-38127,11,11.0
Immigration1.0-38130,5,5.0
Immigration1.0-38131,9,9.0
Immigration1.0-38165,7,7.0
Immigration1.0-3817,5,5.0
Immigration1.0-38171,10,10.0
Immigration1.0-3821,2,2.0
Immigration1.0-38212,5,5.0
Immigration1.0-38213,8,8.0
Immigration1.0-38230,10,10.0
Immigration1.0-38231,6,6.0
Immigration1.0-38232,1,1.0
Immigration1.0-38238,6,6.0
Immigration1.0-38244,7,7.0
Immigration1.0-38266,11,11.0
Immigration1.0-38273,7,7.0
Immigration1.0-38276,11,11.0
Immigration1.0-3833,5,5.0
Immigration1.0-38349,8,8.0
Immigration1.0-3835,2,2.0
Immigration1.0-38363,13,13.0
Immigration1.0-38385,11,11.0
Immigration1.0-38395,7,7.0
Immigration1.0-38405,7,7.0
Immigration1.0-38417,6,6.0
Immigration1.0-38431,2,2.0
Immigration1.0-38439,7,7.0
Immigration1.0-38455,5,5.0
Immigration1.0-38471,1,1.0
Immigration1.0-38476,10,10.0
Immigration1.0-3848,10,10.0
Immigration1.0-38510,10,10.0
Immigration1.0-38520,5,5.0
Immigration1.0-38528,5,5.0
Immigration1.0-38549,2,2.0
Immigration1.0-38551,2,2.0
Immigration1.0-3856,5,5.0
Immigration1.0-38563,5,5.0
Immigration1.0-38570,11,11.0
Immigration1.0-38579,13,13.0
Immigration1.0-38580,11,11.0
Immigration1.0-38582,5,5.0
Immigration1.0-38605,11,11.0
Immigration1.0-38608,1,1.0
Immigration1.0-38609,2,2.0
Immigration1.0-38611,10,10.0
Immigration1.0-38614,5,5.0
Immigration1.0-38629,5,5.0
Immigration1.0-38634,13,13.0
Immigration1.0-38639,1,1.0
Immigration1.0-38657,7,7.0
Immigration1.0-38662,13,13.0
Immigration1.0-38679,5,5.0
Immigration1.0-3868,5,5.0
Immigration1.0-38684,13,13.0
Immigration1.0-38688,7,7.0
Immigration1.0-38690,5,5.0
Immigration1.0-38696,7,5.0
Immigration1.0-387,7,7.0
Immigration1.0-38727,5,5.0
Immigration1.0-38735,9,9.0
Immigration1.0-38749,7,7.0
Immigration1.0-3876,10,10.0
Immigration1.0-38769,11,11.0
Immigration1.0-38770,10,10.0
Immigration1.0-38780,7,7.0
Immigration1.0-38789,9,9.0
Immigration1.0-3879,6,6.0
Immigration1.0-38790,7,7.0
Immigration1.0-38799,11,11.0
Immigration1.0-38805,2,2.0
Immigration1.0-38814,2,2.0
Immigration1.0-38826,11,11.0
Immigration1.0-3883,5,5.0
Immigration1.0-38830,2,2.0
Immigration1.0-38833,8,8.0
Immigration1.0-38835,10,10.0
Immigration1.0-38843,10,10.0
Immigration1.0-38844,5,5.0
Immigration1.0-38854,7,7.0
Immigration1.0-3888,10,10.0
Immigration1.0-38880,5,5.0
Immigration1.0-38884,5,5.0
Immigration1.0-38906,11,11.0
Immigration1.0-38913,7,7.0
Immigration1.0-3892,3,3.0
Immigration1.0-38921,4,4.0
Immigration1.0-38924,9,9.0
Immigration1.0-38941,1,1.0
Immigration1.0-38959,11,11.0
Immigration1.0-38967,11,11.0
Immigration1.0-38968,6,6.0
Immigration1.0-38975,5,5.0
Immigration1.0-3898,2,5.0
Immigration1.0-38982,5,5.0
Immigration1.0-38987,5,5.0
Immigration1.0-38994,5,5.0
Immigration1.0-39001,9,9.0
Immigration1.0-39008,10,10.0
Immigration1.0-39012,10,10.0
Immigration1.0-39013,5,4.0
Immigration1.0-39022,7,7.0
Immigration1.0-39024,11,11.0
Immigration1.0-39039,11,11.0
Immigration1.0-39041,7,7.0
Immigration1.0-39058,10,10.0
Immigration1.0-39059,9,9.0
Immigration1.0-39064,1,1.0
Immigration1.0-39087,11,11.0
Immigration1.0-39092,6,6.0
Immigration1.0-39104,1,1.0
Immigration1.0-3911,10,10.0
Immigration1.0-39111,1,1.0
Immigration1.0-39120,12,12.0
Immigration1.0-39123,5,5.0
Immigration1.0-39130,8,8.0
Immigration1.0-39131,12,12.0
Immigration1.0-39135,11,11.0
Immigration1.0-39138,4,4.0
Immigration1.0-39140,11,11.0
Immigration1.0-39141,1,1.0
Immigration1.0-39142,7,7.0
Immigration1.0-39143,15,15.0
Immigration1.0-39144,6,10.0
Immigration1.0-39157,3,3.0
Immigration1.0-39182,7,7.0
Immigration1.0-39185,10,10.0
Immigration1.0-39189,5,5.0
Immigration1.0-3919,5,5.0
Immigration1.0-39193,5,5.0
Immigration1.0-39195,10,10.0
Immigration1.0-39199,7,7.0
Immigration1.0-392,6,13.0
Immigration1.0-39204,11,11.0
Immigration1.0-39210,11,11.0
Immigration1.0-39217,5,5.0
Immigration1.0-39219,11,11.0
Immigration1.0-39247,6,6.0
Immigration1.0-39276,5,5.0
Immigration1.0-39278,12,12.0
Immigration1.0-39279,6,6.0
Immigration1.0-39301,12,12.0
Immigration1.0-39317,14,6.0
Immigration1.0-3932,10,10.0
Immigration1.0-39340,14,14.0
Immigration1.0-39354,7,7.0
Immigration1.0-39366,2,2.0
Immigration1.0-39379,4,10.0
Immigration1.0-39381,11,11.0
Immigration1.0-39385,1,1.0
Immigration1.0-39389,11,11.0
Immigration1.0-39390,10,10.0
Immigration1.0-39399,13,13.0
Immigration1.0-39410,5,5.0
Immigration1.0-39413,12,12.0
Immigration1.0-39414,1,1.0
Immigration1.0-39420,5,5.0
Immigration1.0-39425,5,5.0
Immigration1.0-39440,5,5.0
Immigration1.0-39442,7,7.0
Immigration1.0-39451,5,5.0
Immigration1.0-39459,7,7.0
Immigration1.0-39471,14,14.0
Immigration1.0-39472,7,7.0
Immigration1.0-39486,14,14.0
Immigration1.0-39493,2,2.0
Immigration1.0-39496,14,14.0
Immigration1.0-39497,7,7.0
Immigration1.0-3950,13,13.0
Immigration1.0-39503,12,12.0
Immigration1.0-39518,5,5.0
Immigration1.0-39527,14,14.0
Immigration1.0-39530,11,11.0
Immigration1.0-39544,7,7.0
Immigration1.0-39545,11,11.0
Immigration1.0-39551,7,7.0
Immigration1.0-39557,11,11.0
Immigration1.0-39567,9,9.0
Immigration1.0-39577,13,13.0
Immigration1.0-39583,5,5.0
Immigration1.0-39585,5,5.0
Immigration1.0-39588,9,9.0
Immigration1.0-39589,11,11.0
Immigration1.0-39590,11,11.0
Immigration1.0-39593,5,5.0
Immigration1.0-39595,7,7.0
Immigration1.0-39599,13,13.0
Immigration1.0-39601,11,11.0
Immigration1.0-39608,1,1.0
Immigration1.0-39611,5,5.0
Immigration1.0-39642,9,9.0
Immigration1.0-39648,4,4.0
Immigration1.0-39658,10,10.0
Immigration1.0-39661,5,5.0
Immigration1.0-39678,7,7.0
Immigration1.0-39688,2,2.0
Immigration1.0-39689,9,9.0
Immigration1.0-39697,7,7.0
Immigration1.0-39700,7,7.0
Immigration1.0-39713,5,5.0
Immigration1.0-39717,11,11.0
Immigration1.0-39720,8,8.0
Immigration1.0-39726,2,2.0
Immigration1.0-39729,2,2.0
Immigration1.0-39732,7,7.0
Immigration1.0-39733,7,7.0
Immigration1.0-39734,1,1.0
Immigration1.0-39752,11,11.0
Immigration1.0-39781,11,11.0
Immigration1.0-39788,2,2.0
Immigration1.0-39789,9,9.0
Immigration1.0-39798,8,8.0
Immigration1.0-39811,5,5.0
Immigration1.0-39813,9,9.0
Immigration1.0-39818,10,10.0
Immigration1.0-39831,13,13.0
Immigration1.0-39836,9,9.0
Immigration1.0-39847,4,4.0
Immigration1.0-39859,10,10.0
Immigration1.0-39865,9,9.0
Immigration1.0-39873,13,13.0
Immigration1.0-39875,5,5.0
Immigration1.0-39878,13,13.0
Immigration1.0-39881,12,12.0
Immigration1.0-39893,13,13.0
Immigration1.0-39895,4,11.0
Immigration1.0-39900,5,5.0
Immigration1.0-39901,13,13.0
Immigration1.0-39905,10,10.0
Immigration1.0-39911,5,5.0
Immigration1.0-39917,6,6.0
Immigration1.0-39918,12,12.0
Immigration1.0-39920,11,11.0
Immigration1.0-39943,7,7.0
Immigration1.0-39947,1,1.0
Immigration1.0-39951,11,11.0
Immigration1.0-3996,7,7.0
Immigration1.0-39960,5,5.0
Immigration1.0-39961,5,5.0
Immigration1.0-39963,4,4.0
Immigration1.0-39966,9,9.0
Immigration1.0-39972,7,7.0
Immigration1.0-39989,11,11.0
Immigration1.0-3999,10,10.0
Immigration1.0-39994,11,4.0
Immigration1.0-40004,5,5.0
Immigration1.0-40011,7,7.0
Immigration1.0-4002,8,8.0
Immigration1.0-40024,9,9.0
Immigration1.0-40025,1,1.0
Immigration1.0-40069,7,7.0
Immigration1.0-40076,5,5.0
Immigration1.0-40085,7,7.0
Immigration1.0-40091,5,5.0
Immigration1.0-4010,10,10.0
Immigration1.0-40105,1,1.0
Immigration1.0-40120,5,5.0
Immigration1.0-40144,11,11.0
Immigration1.0-40155,5,5.0
Immigration1.0-40164,11,11.0
Immigration1.0-40165,11,11.0
Immigration1.0-40170,15,15.0
Immigration1.0-40177,14,14.0
Immigration1.0-40194,13,13.0
Immigration1.0-40200,2,2.0
Immigration1.0-40220,11,11.0
Immigration1.0-40223,11,11.0
Immigration1.0-40233,6,6.0
Immigration1.0-40258,9,9.0
Immigration1.0-40259,6,6.0
Immigration1.0-40262,11,10.0
Immigration1.0-40268,10,10.0
Immigration1.0-40278,5,5.0
Immigration1.0-40288,13,13.0
Immigration1.0-40292,2,2.0
Immigration1.0-4030,9,9.0
Immigration1.0-40316,14,14.0
Immigration1.0-4033,5,5.0
Immigration1.0-40357,14,14.0
Immigration1.0-40374,13,13.0
Immigration1.0-40380,6,6.0
Immigration1.0-40389,7,7.0
Immigration1.0-40390,2,2.0
Immigration1.0-40394,9,9.0
Immigration1.0-40397,8,8.0
Immigration1.0-404,13,13.0
Immigration1.0-40400,4,4.0
Immigration1.0-40402,7,7.0
Immigration1.0-40407,6,6.0
Immigration1.0-40411,4,4.0
Immigration1.0-40413,7,7.0
Immigration1.0-40416,8,8.0
Immigration1.0-40418,14,14.0
Immigration1.0-40423,7,7.0
Immigration1.0-40426,6,6.0
Immigration1.0-40442,8,8.0
Immigration1.0-40461,5,5.0
Immigration1.0-40467,8,8.0
Immigration1.0-40469,6,6.0
Immigration1.0-40491,6,5.0
Immigration1.0-40493,5,5.0
Immigration1.0-40495,7,7.0
Immigration1.0-40498,10,5.0
Immigration1.0-4050,7,7.0
Immigration1.0-40510,14,14.0
Immigration1.0-40516,5,5.0
Immigration1.0-40531,6,6.0
Immigration1.0-40543,8,8.0
Immigration1.0-40544,5,5.0
Immigration1.0-40548,13,13.0
Immigration1.0-4055,1,1.0
Immigration1.0-40550,1,1.0
Immigration1.0-40592,2,2.0
Immigration1.0-40605,8,13.0
Immigration1.0-40610,1,1.0
Immigration1.0-40618,11,11.0
Immigration1.0-40619,2,2.0
Immigration1.0-40623,14,14.0
Immigration1.0-40625,7,7.0
Immigration1.0-40632,11,11.0
Immigration1.0-40641,1,1.0
Immigration1.0-40648,1,1.0
Immigration1.0-40653,14,14.0
Immigration1.0-40656,7,7.0
Immigration1.0-40665,13,13.0
Immigration1.0-40669,13,13.0
Immigration1.0-40675,13,13.0
Immigration1.0-40687,13,13.0
Immigration1.0-40693,13,13.0
Immigration1.0-40709,5,5.0
Immigration1.0-40719,13,13.0
Immigration1.0-4072,6,6.0
Immigration1.0-40752,13,13.0
Immigration1.0-40761,9,9.0
Immigration1.0-40770,6,6.0
Immigration1.0-40771,8,8.0
Immigration1.0-40790,8,8.0
Immigration1.0-40793,1,1.0
Immigration1.0-408,6,10.0
Immigration1.0-40807,10,10.0
Immigration1.0-40822,1,1.0
Immigration1.0-40824,13,13.0
Immigration1.0-40831,11,11.0
Immigration1.0-40843,10,10.0
Immigration1.0-40846,7,7.0
Immigration1.0-40847,11,11.0
Immigration1.0-40851,5,5.0
Immigration1.0-40855,1,1.0
Immigration1.0-40858,14,14.0
Immigration1.0-4087,1,5.0
Immigration1.0-40876,13,13.0
Immigration1.0-40884,2,2.0
Immigration1.0-40894,14,14.0
Immigration1.0-4090,6,6.0
Immigration1.0-40904,7,7.0
Immigration1.0-40932,14,14.0
Immigration1.0-40937,14,14.0
Immigration1.0-40949,14,14.0
Immigration1.0-40951,14,14.0
Immigration1.0-40957,1,1.0
Immigration1.0-40978,14,14.0
Immigration1.0-40985,10,10.0
Immigration1.0-40988,14,14.0
Immigration1.0-4099,8,8.0
Immigration1.0-41002,5,5.0
Immigration1.0-41005,10,10.0
Immigration1.0-41006,5,5.0
Immigration1.0-41014,8,8.0
Immigration1.0-41018,5,5.0
Immigration1.0-41019,5,5.0
Immigration1.0-41020,1,1.0
Immigration1.0-41028,4,4.0
Immigration1.0-41035,9,9.0
Immigration1.0-41040,5,5.0
Immigration1.0-41044,12,12.0
Immigration1.0-41047,6,6.0
Immigration1.0-41059,1,1.0
Immigration1.0-41071,7,10.0
Immigration1.0-41079,5,5.0
Immigration1.0-41081,11,11.0
Immigration1.0-41088,5,5.0
Immigration1.0-41089,6,10.0
Immigration1.0-41096,10,10.0
Immigration1.0-41103,13,13.0
Immigration1.0-41108,11,11.0
Immigration1.0-41109,5,5.0
Immigration1.0-4111,7,7.0
Immigration1.0-41118,5,5.0
Immigration1.0-4112,13,13.0
Immigration1.0-41120,9,9.0
Immigration1.0-41121,13,13.0
Immigration1.0-41137,1,1.0
Immigration1.0-4115,7,7.0
Immigration1.0-41151,5,5.0
Immigration1.0-41159,10,10.0
Immigration1.0-4116,7,5.0
Immigration1.0-41163,4,4.0
Immigration1.0-41166,6,6.0
Immigration1.0-41172,6,6.0
Immigration1.0-41173,5,5.0
Immigration1.0-41177,6,6.0
Immigration1.0-4118,5,5.0
Immigration1.0-4119,7,7.0
Immigration1.0-41196,6,6.0
Immigration1.0-412,14,14.0
Immigration1.0-41207,14,14.0
Immigration1.0-41212,5,5.0
Immigration1.0-41222,5,5.0
Immigration1.0-41228,5,5.0
Immigration1.0-41230,5,5.0
Immigration1.0-41232,5,5.0
Immigration1.0-4124,7,7.0
Immigration1.0-41242,13,13.0
Immigration1.0-41247,13,13.0
Immigration1.0-41261,13,13.0
Immigration1.0-4127,7,5.0
Immigration1.0-4128,6,6.0
Immigration1.0-41292,7,7.0
Immigration1.0-41294,13,13.0
Immigration1.0-41301,5,5.0
Immigration1.0-41304,7,7.0
Immigration1.0-4131,6,6.0
Immigration1.0-4139,7,7.0
Immigration1.0-4140,10,10.0
Immigration1.0-415,13,13.0
Immigration1.0-4177,10,10.0
Immigration1.0-4187,5,5.0
Immigration1.0-4189,5,5.0
Immigration1.0-419,2,2.0
Immigration1.0-4214,5,5.0
Immigration1.0-4224,1,1.0
Immigration1.0-4225,10,10.0
Immigration1.0-4242,7,7.0
Immigration1.0-4246,7,7.0
Immigration1.0-4263,5,5.0
Immigration1.0-4286,5,5.0
Immigration1.0-4291,2,2.0
Immigration1.0-4296,5,5.0
Immigration1.0-430,10,10.0
Immigration1.0-4310,5,5.0
Immigration1.0-4318,13,13.0
Immigration1.0-4320,5,5.0
Immigration1.0-4327,10,10.0
Immigration1.0-4333,13,13.0
Immigration1.0-4335,9,9.0
Immigration1.0-4337,2,2.0
Immigration1.0-4344,1,1.0
Immigration1.0-435,5,5.0
Immigration1.0-4356,8,8.0
Immigration1.0-4364,1,1.0
Immigration1.0-4369,10,10.0
Immigration1.0-437,7,7.0
Immigration1.0-4379,5,5.0
Immigration1.0-438,7,7.0
Immigration1.0-439,2,2.0
Immigration1.0-4392,5,5.0
Immigration1.0-4394,7,7.0
Immigration1.0-4407,13,13.0
Immigration1.0-4418,7,7.0
Immigration1.0-4422,1,1.0
Immigration1.0-4428,7,7.0
Immigration1.0-443,11,11.0
Immigration1.0-4444,13,2.0
Immigration1.0-4453,9,9.0
Immigration1.0-4471,7,7.0
Immigration1.0-4483,5,5.0
Immigration1.0-4491,11,11.0
Immigration1.0-4492,11,11.0
Immigration1.0-4496,5,5.0
Immigration1.0-451,7,7.0
Immigration1.0-4513,7,7.0
Immigration1.0-4514,4,4.0
Immigration1.0-4523,1,1.0
Immigration1.0-4525,6,5.0
Immigration1.0-4526,13,13.0
Immigration1.0-4539,6,6.0
Immigration1.0-454,1,1.0
Immigration1.0-4545,7,7.0
Immigration1.0-4565,7,7.0
Immigration1.0-4566,1,1.0
Immigration1.0-4567,8,8.0
Immigration1.0-4569,1,1.0
Immigration1.0-4573,7,7.0
Immigration1.0-4575,10,1.0
Immigration1.0-4577,2,2.0
Immigration1.0-4584,8,8.0
Immigration1.0-46,7,7.0
Immigration1.0-4608,5,5.0
Immigration1.0-4626,5,5.0
Immigration1.0-4627,11,11.0
Immigration1.0-4642,10,10.0
Immigration1.0-4644,6,6.0
Immigration1.0-4645,5,5.0
Immigration1.0-4648,11,11.0
Immigration1.0-4660,5,5.0
Immigration1.0-4669,7,7.0
Immigration1.0-4679,12,12.0
Immigration1.0-4688,7,7.0
Immigration1.0-4698,2,2.0
Immigration1.0-4718,1,1.0
Immigration1.0-472,8,8.0
Immigration1.0-4731,5,5.0
Immigration1.0-4734,5,5.0
Immigration1.0-4742,7,7.0
Immigration1.0-4746,5,5.0
Immigration1.0-4747,11,11.0
Immigration1.0-4752,7,7.0
Immigration1.0-4772,2,2.0
Immigration1.0-4791,11,11.0
Immigration1.0-4806,7,7.0
Immigration1.0-4811,7,7.0
Immigration1.0-4817,7,7.0
Immigration1.0-4819,5,5.0
Immigration1.0-4834,4,4.0
Immigration1.0-4846,10,10.0
Immigration1.0-4855,2,2.0
Immigration1.0-4895,7,7.0
Immigration1.0-4919,3,13.0
Immigration1.0-4921,6,6.0
Immigration1.0-4927,5,10.0
Immigration1.0-4929,13,13.0
Immigration1.0-4935,6,6.0
Immigration1.0-4936,13,13.0
Immigration1.0-4937,13,13.0
Immigration1.0-4947,7,7.0
Immigration1.0-4955,1,1.0
Immigration1.0-496,7,7.0
Immigration1.0-4962,2,2.0
Immigration1.0-497,7,7.0
Immigration1.0-4976,13,13.0
Immigration1.0-4980,7,7.0
Immigration1.0-4985,10,10.0
Immigration1.0-4988,13,13.0
Immigration1.0-4997,1,1.0
Immigration1.0-4999,5,5.0
Immigration1.0-50001,13,13.0
Immigration1.0-50016,5,5.0
Immigration1.0-50023,13,13.0
Immigration1.0-50027,11,11.0
Immigration1.0-50029,9,9.0
Immigration1.0-50039,8,8.0
Immigration1.0-50066,10,10.0
Immigration1.0-50068,8,8.0
Immigration1.0-50082,6,6.0
Immigration1.0-5009,7,7.0
Immigration1.0-501,13,13.0
Immigration1.0-50101,8,8.0
Immigration1.0-50111,11,11.0
Immigration1.0-50113,12,12.0
Immigration1.0-50122,11,11.0
Immigration1.0-50126,5,5.0
Immigration1.0-50134,1,1.0
Immigration1.0-50142,1,1.0
Immigration1.0-50151,7,7.0
Immigration1.0-5016,2,2.0
Immigration1.0-50160,7,7.0
Immigration1.0-50161,5,5.0
Immigration1.0-50166,5,5.0
Immigration1.0-50170,13,13.0
Immigration1.0-50176,5,5.0
Immigration1.0-50178,1,1.0
Immigration1.0-5020,6,6.0
Immigration1.0-50222,3,3.0
Immigration1.0-50237,12,12.0
Immigration1.0-50242,5,5.0
Immigration1.0-50273,1,1.0
Immigration1.0-50283,7,7.0
Immigration1.0-50292,8,8.0
Immigration1.0-50296,6,6.0
Immigration1.0-50300,6,6.0
Immigration1.0-50303,7,7.0
Immigration1.0-50309,8,8.0
Immigration1.0-50312,12,12.0
Immigration1.0-50337,8,8.0
Immigration1.0-50376,8,8.0
Immigration1.0-50387,8,8.0
Immigration1.0-50394,8,8.0
Immigration1.0-50412,11,11.0
Immigration1.0-50414,8,8.0
Immigration1.0-5042,7,7.0
Immigration1.0-50427,11,11.0
Immigration1.0-5043,4,4.0
Immigration1.0-50438,1,1.0
Immigration1.0-50442,1,1.0
Immigration1.0-50457,9,9.0
Immigration1.0-50458,13,13.0
Immigration1.0-50459,2,2.0
Immigration1.0-50463,7,7.0
Immigration1.0-50469,11,11.0
Immigration1.0-50470,1,1.0
Immigration1.0-50490,11,11.0
Immigration1.0-50492,8,8.0
Immigration1.0-50495,5,5.0
Immigration1.0-5061,13,13.0
Immigration1.0-5067,11,11.0
Immigration1.0-5075,6,6.0
Immigration1.0-5121,1,1.0
Immigration1.0-5129,5,7.0
Immigration1.0-513,5,5.0
Immigration1.0-5133,6,6.0
Immigration1.0-514,7,7.0
Immigration1.0-5142,11,11.0
Immigration1.0-5151,7,7.0
Immigration1.0-5156,9,9.0
Immigration1.0-5188,9,9.0
Immigration1.0-5192,10,1.0
Immigration1.0-5212,5,5.0
Immigration1.0-5231,5,5.0
Immigration1.0-5232,2,2.0
Immigration1.0-5244,7,7.0
Immigration1.0-5246,5,5.0
Immigration1.0-5254,6,6.0
Immigration1.0-5264,5,5.0
Immigration1.0-5267,11,11.0
Immigration1.0-5280,5,5.0
Immigration1.0-5301,5,5.0
Immigration1.0-5302,7,7.0
Immigration1.0-5322,6,6.0
Immigration1.0-5328,2,2.0
Immigration1.0-5329,11,11.0
Immigration1.0-5332,3,3.0
Immigration1.0-5348,14,14.0
Immigration1.0-5358,6,6.0
Immigration1.0-5365,9,9.0
Immigration1.0-5379,11,11.0
Immigration1.0-5380,8,8.0
Immigration1.0-5397,5,5.0
Immigration1.0-540,11,11.0
Immigration1.0-5401,7,7.0
Immigration1.0-5417,7,7.0
Immigration1.0-5433,11,11.0
Immigration1.0-5435,5,5.0
Immigration1.0-5439,7,7.0
Immigration1.0-5452,5,5.0
Immigration1.0-5455,8,8.0
Immigration1.0-5463,13,13.0
Immigration1.0-5464,1,1.0
Immigration1.0-5496,2,2.0
Immigration1.0-5497,11,11.0
Immigration1.0-5501,13,13.0
Immigration1.0-5518,5,5.0
Immigration1.0-5531,10,10.0
Immigration1.0-5540,7,7.0
Immigration1.0-5545,6,6.0
Immigration1.0-5546,13,13.0
Immigration1.0-5547,7,7.0
Immigration1.0-5555,10,10.0
Immigration1.0-5557,3,3.0
Immigration1.0-5586,7,7.0
Immigration1.0-5589,5,5.0
Immigration1.0-5593,5,5.0
Immigration1.0-5595,11,11.0
Immigration1.0-5600,10,10.0
Immigration1.0-5616,5,5.0
Immigration1.0-5634,7,7.0
Immigration1.0-5640,7,7.0
Immigration1.0-565,10,10.0
Immigration1.0-5676,7,7.0
Immigration1.0-568,13,13.0
Immigration1.0-5689,7,7.0
Immigration1.0-5706,3,3.0
Immigration1.0-5709,14,14.0
Immigration1.0-5719,5,5.0
Immigration1.0-5729,13,13.0
Immigration1.0-5734,5,5.0
Immigration1.0-5740,9,9.0
Immigration1.0-5751,2,2.0
Immigration1.0-5752,11,11.0
Immigration1.0-5754,1,1.0
Immigration1.0-5766,10,10.0
Immigration1.0-5769,1,1.0
Immigration1.0-5788,13,13.0
Immigration1.0-5789,5,5.0
Immigration1.0-5793,11,11.0
Immigration1.0-5797,13,13.0
Immigration1.0-5807,13,13.0
Immigration1.0-5824,5,5.0
Immigration1.0-583,7,7.0
Immigration1.0-5832,9,9.0
Immigration1.0-5838,5,5.0
Immigration1.0-584,13,13.0
Immigration1.0-5845,11,11.0
Immigration1.0-5855,9,9.0
Immigration1.0-5865,6,6.0
Immigration1.0-5866,11,11.0
Immigration1.0-5879,13,13.0
Immigration1.0-5882,10,10.0
Immigration1.0-5899,5,5.0
Immigration1.0-5914,10,10.0
Immigration1.0-5916,3,3.0
Immigration1.0-5918,7,7.0
Immigration1.0-592,13,13.0
Immigration1.0-5922,7,7.0
Immigration1.0-5923,1,1.0
Immigration1.0-5934,10,10.0
Immigration1.0-594,6,6.0
Immigration1.0-5965,10,6.0
Immigration1.0-5969,9,9.0
Immigration1.0-598,7,7.0
Immigration1.0-5984,10,10.0
Immigration1.0-60020,10,10.0
Immigration1.0-60029,13,13.0
Immigration1.0-60035,4,4.0
Immigration1.0-60036,1,1.0
Immigration1.0-60043,3,3.0
Immigration1.0-60044,13,13.0
Immigration1.0-60048,6,6.0
Immigration1.0-60049,13,13.0
Immigration1.0-60050,6,6.0
Immigration1.0-60053,13,13.0
Immigration1.0-60063,4,4.0
Immigration1.0-60068,3,3.0
Immigration1.0-60070,10,10.0
Immigration1.0-60078,4,4.0
Immigration1.0-6008,6,6.0
Immigration1.0-60097,6,6.0
Immigration1.0-60106,1,1.0
Immigration1.0-60113,13,13.0
Immigration1.0-60121,4,4.0
Immigration1.0-60122,3,3.0
Immigration1.0-6013,7,7.0
Immigration1.0-60139,13,13.0
Immigration1.0-60192,12,12.0
Immigration1.0-60199,13,13.0
Immigration1.0-60214,13,13.0
Immigration1.0-60226,13,13.0
Immigration1.0-60228,1,1.0
Immigration1.0-60230,6,6.0
Immigration1.0-60236,6,6.0
Immigration1.0-60255,11,11.0
Immigration1.0-60256,13,13.0
Immigration1.0-60272,1,1.0
Immigration1.0-60278,9,9.0
Immigration1.0-60280,9,9.0
Immigration1.0-60290,13,13.0
Immigration1.0-60317,13,13.0
Immigration1.0-60326,13,13.0
Immigration1.0-60331,13,13.0
Immigration1.0-60340,7,7.0
Immigration1.0-60349,6,6.0
Immigration1.0-6035,11,11.0
Immigration1.0-60352,13,13.0
Immigration1.0-60365,13,13.0
Immigration1.0-60366,11,11.0
Immigration1.0-6037,9,9.0
Immigration1.0-60370,13,13.0
Immigration1.0-60372,13,13.0
Immigration1.0-60390,7,7.0
Immigration1.0-60409,11,11.0
Immigration1.0-60412,13,13.0
